#separator:Tab
#html:true
#deck:biohack::languages::es-en
#columns:ID	Spanish	English	SpanishExample	EnglishExample	Grammar	SortKey	Tags	Checksum
#tags column:8
biohack:es-en:0268	correr	to run	Tenemos que correr para llegar a tiempo.	We have to run to arrive on time.	verb	correr	biohack es-en letter-c verb	d24ba1fc9c12
biohack:es-en:0269	corrida	(de toros)	f. bullfight La corrida de hoy empieza a las siete.	Today's bullfight begins at seven.		corrida	biohack es-en letter-c	941f36b07a9d
biohack:es-en:0270	cortar	to cut	Este cuchillo no corta bien.	This knife doesn't cut well.	verb	cortar	biohack es-en letter-c verb	62cfb62c42fc
biohack:es-en:0271	cortés	polite	Todos los niños en esta clase son muy corteses.	All the children in this class are very polite.		cortes	biohack es-en letter-c	74e5ab29aae7
biohack:es-en:0272	corto	short	¿Hay un camino más corto para llegar allí?	Is there a shorter road to get there?		corto	biohack es-en letter-c	7b71d2b3fe29
biohack:es-en:0273	la cosa	f. thing	Quiero decirte una cosa curiosa.	I want to tell you a strange thing.	feminine noun	cosa	biohack es-en letter-c noun	9e035cc28c09
biohack:es-en:0274	coser	to sew	¿Me puede coser estos botones?	Can you sew on these buttons for me?	verb	coser	biohack es-en letter-c verb	363cb9216d42
biohack:es-en:0275	costar	to cost	¿Cuánto va a costar?	How much is it going to cost?	verb	costar	biohack es-en letter-c verb	65011a8ef63d
biohack:es-en:0276	costar	to cost	¿Cuánto va a costar?	How much is it going to cost?	verb	costar	biohack es-en letter-c verb	65011a8ef63d
biohack:es-en:0277	la costumbre	f. custom	Nos interesa observar las costumbres de las diferentes regiones.	We're interested in observing the customs of different regions.	feminine noun	costumbre	biohack es-en letter-c noun	477ae2367806
biohack:es-en:0278	creer	to believe, think	¿Cree usted que valga la pena? No lo creo.	Do you think it's worth while? I don't think so.	verb	creer	biohack es-en letter-c verb	ed04ca3cc73a
biohack:es-en:0279	criado (-a)	servant	Los ricos tienen muchos criados.	Rich people have many servants.		criado (-a)	biohack es-en letter-c	6c65b26bebeb
biohack:es-en:0280	el crimen	m. crime	Lo mandaron a la cárcel por todos los crímenes que había cometido.	They sent him to jail for all the crimes he had committed.	masculine noun	crimen	biohack es-en letter-c noun	d7aa416a6859
biohack:es-en:0281	crudo	raw	Dice que los vegetales crudos son más saludables.	He says that raw vegetables are more healthful.		crudo	biohack es-en letter-c	108c5bc6dce5
biohack:es-en:0282	la cruz	f. cross	Hay una cruz enorme sobre el Valle de los Caídos.	There is an enormous cross above the Valley of the Fallen.	feminine noun	cruz	biohack es-en letter-c noun	99ed98c2d31b
biohack:es-en:0283	cruzar	to cross	Cuidado al cruzar la calle.	Be careful crossing the street.	verb	cruzar	biohack es-en letter-c verb	17786e92c3bf
biohack:es-en:0284	el cuaderno	m. notebook	Necesito un cuaderno para escribir mis notas.	I need a notebook to write my notes.	masculine noun	cuaderno	biohack es-en letter-c noun	16749612e16f
biohack:es-en:0285	la cuadra	f. (city) block	Está a dos cuadras de aquí.	It’s two blocks from here.	feminine noun	cuadra	biohack es-en letter-c noun	46b5e40dbcff
biohack:es-en:0286	el cuadro	m. picture	El Prado tiene los mejores cuadros de Velázquez y Goya.	The Prado has the best paintings by Velázquez and Goya.	masculine noun	cuadro	biohack es-en letter-c noun	7ddbca23358e
biohack:es-en:0287	cuando	when	Escribame cuando llegue.	Write me when you arrive.		cuando	biohack es-en letter-c	ea0570ce70b9
biohack:es-en:0288	el cuarto	m. room, quarter, fourth	Cada niño tiene su propio cuarto.	Each child has his own room.	masculine noun	cuarto	biohack es-en letter-c noun	41d842d8da07
biohack:es-en:0289	cubrir	to cover	Una espesa neblina cubrió el campo.	A thick mist covered the countryside.	verb	cubrir	biohack es-en letter-c verb	8fc01686089b
biohack:es-en:0290	la cuchara	f. tablespoon	Camarero, por favor.	Me hace falta una cuchara para la sopa. Waiter, please. I need a spoon for the soup.	feminine noun	cuchara	biohack es-en letter-c noun	c1e5ba9e72c7
biohack:es-en:0291	la cucharita	f. teaspoon	Tomo dos cucharitas de azúcar con mi café.	I take two teaspoons of sugar with my coffee.	feminine noun	cucharita	biohack es-en letter-c noun	07fad79e1a99
biohack:es-en:0292	el cuchillo	m. knife	Necesitamos un cuchillo para la mantequilla.	We need a knife for the butter.	masculine noun	cuchillo	biohack es-en letter-c noun	64ff50541a59
biohack:es-en:0293	el cuello	m. neck, collar	Me levanté hoy con un dolor de cuello.	I got up today with a pain in my neck.	masculine noun	cuello	biohack es-en letter-c noun	c80043ea47a3
biohack:es-en:0294	la cuenta	f. check, bill (restaurant)	La cuenta, por favor.	The check, please.	feminine noun	cuenta	biohack es-en letter-c noun	ac6046581785
biohack:es-en:0295	el cuento	m. story, tale	Es un autor famoso por sus novelas y cuentos.	He is an author famous for his novels and stories.	masculine noun	cuento	biohack es-en letter-c noun	3758fb26178e
biohack:es-en:0296	el cuero	m. leather	Busca un cinturón de cuero.	He's looking for a leather belt.	masculine noun	cuero	biohack es-en letter-c noun	9e52191c3d51
biohack:es-en:0297	el cuerpo	m. body	Sacaron varios cuerpos después de la explosión.	They carried out several bodies after the explosion.	masculine noun	cuerpo	biohack es-en letter-c noun	47d00dc164e0
biohack:es-en:0298	el cuidado	m. care	¡Cuidado; Es peligroso.	Take care! It's dangerous.	masculine noun	cuidado	biohack es-en letter-c noun	eb9869bebde5
biohack:es-en:0299	cuidarse	to take care (of oneself)	Cuídese.	No se enferme. Take care of yourself. Don't get sick.	verb	cuidarse	biohack es-en letter-c verb	6b0091c483df
biohack:es-en:0300	el cumpleaños	m. birthday	¿Qué le compramos para su cumpleaños?	What shall we buy him for his birthday?	masculine noun	cumpleanos	biohack es-en letter-c noun	7c04599a5c64
biohack:es-en:0301	cumplir	to complete, fulfill	Cumplió su promesa y ayudó a sus hermanos.	He kept his promise and helped his brothers.	verb	cumplir	biohack es-en letter-c verb	750f8378a3db
biohack:es-en:0302	el cura	m. priest	El cura que los casó es el tío de la novia.	The priest who married them is the bride's uncle.	masculine noun	cura	biohack es-en letter-c noun	9a3487f5ebe0
biohack:es-en:0303	el curso	m. course, class	El curso de historia es interesante.	The history course is interesting.	masculine noun	curso	biohack es-en letter-c noun	72062c630a48
biohack:es-en:0304	la chaqueta	f. jacket	Quitese la chaqueta si tiene calor.	Take off your jacket if you're warm.	feminine noun	chaqueta	biohack es-en letter-c noun	eaf6b11bec36
biohack:es-en:0305	el cheque	m. check	¿Le pago con cheque personal?	Can I pay you with a personal check?	masculine noun	cheque	biohack es-en letter-c noun	22f27db0bacd
biohack:es-en:0306	chico	(-a)	boy, girl, kid Los chicos están haciendo demasiado ruido.	The kids are making too much noise.		chico	biohack es-en letter-c	1da1cd83a389
biohack:es-en:0307	el chiste	m. joke	Nos pusimos a reir cuando contó el chiste.	We began to laugh when he told the joke.	masculine noun	chiste	biohack es-en letter-c noun	f129d9f3ab30
biohack:es-en:0308	chocar	to collide, crash, shock	Los dos coches chocaron en la intersección.	The two cars collided at the intersection.	verb	chocar	biohack es-en letter-c verb	c534dae709f2
biohack:es-en:0309	chófer	driver	El chófer estaba gritando porque el auto delante de él no se movía.	The driver was shouting because the car in front of him wasn't moving.		chofer	biohack es-en letter-c	91fb947d84ae
biohack:es-en:0310	la dama	f. lady	Damas y caballeros, siéntense por favor.	Ladies and gentlemen, please sit down.	feminine noun	dama	biohack es-en letter-d noun	add3ae5b5a96
biohack:es-en:0311	el daño	m. harm, damage	Se hizo daño cuando cayó.	He hurt himself when he fell.	masculine noun	dano	biohack es-en letter-d noun	8686884d89cd
biohack:es-en:0312	dar	to give	Siempre doy algo a los mendigos.	I always give something to the beggars.	verb	dar	biohack es-en letter-d verb	f5a3f189b648
biohack:es-en:0313	de	of, from	¿Cuántos kilómetros hay de aquí a la estación de ferrocarril?	How many kilometers is it from here to the railroad station?		de	biohack es-en letter-d	a1a60d59b9df
biohack:es-en:0314	debajo de	under, beneath	Lo dejaron debajo de la mesa.	They left it under the table.		debajo de	biohack es-en letter-d	44b3b745a7e5
biohack:es-en:0315	deber	should, ought to, to owe	Los estudiantes deben estudiar más.	The students ought to study more.,		deber	biohack es-en letter-d	37e24f47f7b9
biohack:es-en:0316	débil	weak	Se siente débil después de su enfermedad.	He feels weak after his illness.		debil	biohack es-en letter-d	a7a7ccfe6f1e
biohack:es-en:0317	decidir	to decide	Bueno, ¿han decidido ustedes?	Well, have you decided?	verb	decidir	biohack es-en letter-d verb	d5c8e122ae50
biohack:es-en:0318	decir	to say, tell	Todo lo que dice es cierto.	Everything he says is true.	verb	decir	biohack es-en letter-d verb	8f3ae02995e2
biohack:es-en:0319	el dedo	m. finger	Se cortó el dedo con el cuchillo.	He cut his finger with the knife.	masculine noun	dedo	biohack es-en letter-d noun	389689318f26
biohack:es-en:0320	dejar	to let, permit, allow, leave	No dejan entrar a nadie sin permiso especial.	They don't let anyone enter without special permission.	verb	dejar	biohack es-en letter-d verb	ae8074dfeed1
biohack:es-en:0321	delante de	in front of	Espero que nadie se siente delante de nosotros.	I hope no one sits down in front of us.		delante de	biohack es-en letter-d	1f8673009023
biohack:es-en:0322	delgado	slim, thin	Si quiere estar delgada, siga esta dieta.	If you want to be slim, follow this diet.		delgado	biohack es-en letter-d	4f7aae856f02
biohack:es-en:0323	demás	(the) rest	Los demás vendrán muy pronto.	The rest of them will come very soon.		demas	biohack es-en letter-d	30c2ca796c0c
biohack:es-en:0324	demasiado	to o, too much	Esto cuesta demasiado.	This costs too much.	verb	demasiado	biohack es-en letter-d verb	61b4598e0dd0
biohack:es-en:0325	dentro	inside, within	Es más cómodo aquí dentro.	It's more comfortable here inside.		dentro	biohack es-en letter-d	ed8b70319cee
biohack:es-en:0326	depender	to depend	No sé.	Depende del precio. I don't know. It de-	verb	depender	biohack es-en letter-d verb	c8e79114ffa3
biohack:es-en:0327	el/la dependiente	m. &amp; f. salesclerk	Uno de los dependientes le atenderá en seguida.	One of the salesclerks will take care of you at once.	masculine or feminine noun	dependiente	biohack es-en letter-d noun	8340405e4060
biohack:es-en:0328	el deporte	m. sport	El béisbol es un deporte popular en varios países de Latinoamérica.	Baseball is a popular sport in several Latin American	masculine noun	deporte	biohack es-en letter-d noun	e2adcbd8b36e
biohack:es-en:0329	derecho	right, straight	La biblioteca está a la derecha. Siga usted todo derecho.	The library is to the right. Continue straight ahead.		derecho	biohack es-en letter-d	d8f655332f53
biohack:es-en:0330	desarrollar	to develop	El gobierno trata de desarrollar nuevas industrias.	The government is trying to develop new industries.	verb	desarrollar	biohack es-en letter-d verb	85bfe320be6a
biohack:es-en:0331	desayunar(se)	to eat breakfast	¿Dónde desayunamos hoy?	Where shall we have breakfast today?	verb	desayunar(se)	biohack es-en letter-d verb	31527a77c64a
biohack:es-en:0332	el desayuno	m. breakfast	Sirven un desayuno continental en este, hotel.	They serve a continental breakfast in this hotel. 4	masculine noun	desayuno	biohack es-en letter-d noun	475d8af4be6c
biohack:es-en:0333	descansar	to rest	Después de tantas visitas queremos descansar un poco.	After so many visits, we want to rest a little.	verb	descansar	biohack es-en letter-d verb	c76120bd0867
biohack:es-en:0334	descubrir	to discover	¿Descubrió algo nuevo hoy?	Did you discover 3 something new today?	verb	descubrir	biohack es-en letter-d verb	d0333f4996e3
biohack:es-en:0335	el descuento	m. discount	Muchas tiendas ofrecen descuentos en el mes de E agosto.	Many stores offer discounts in the month of August.	masculine noun	descuento	biohack es-en letter-d noun	3ae962750db9
biohack:es-en:0336	desde	since	No he oído de él desde junio pasado.	I haven't heard from: him since last June.		desde	biohack es-en letter-d	a43e80956432
biohack:es-en:0337	desear	to desire, wish	¿Qué desean ustedes pedir, señores?	What do you wish to order, gentlemen?	verb	desear	biohack es-en letter-d verb	20cfc12f893f
biohack:es-en:0338	la desgracia	f. misfortune	¡Cuántas desgracias han sufrido estos pobres: niños!	Por desgracia, no los puedo ayudar. How many misfortunes these 4 poor children have suffered! Unfortunately, I cannot help them.	feminine noun	desgracia	biohack es-en letter-d noun	cde930c57f28
biohack:es-en:0339	desmayarse	to faint	Al oír la noticia se demayó.	On hearing the news she fainted.	verb	desmayarse	biohack es-en letter-d verb	c4e9747e74b8
biohack:es-en:0340	despacio	slowly	Hable usted más despacio, por favor.	Speak more slowly, please.		despacio	biohack es-en letter-d	a21cb672f4b4
biohack:es-en:0341	despedirse	to say goodbye	Siempre lloro cuando nos despedimos.	I always cry when we say goodbye.	verb	despedirse	biohack es-en letter-d verb	2ffe96fe61f6
biohack:es-en:0342	despertar(se)	to awaken, wake up	¿Quieren despertarme a las 3 siete?	Will you wake me at seven?	verb	despertar(se)	biohack es-en letter-d verb	f3692279542f
biohack:es-en:0343	después (de)	after	Podemos salir después del almuerzo.	We can leave 4 after lunch.		despues (de)	biohack es-en letter-d	6f4e12c9fb58
biohack:es-en:0344	el destino	m. destination, destiny	Tome el tren con destino a Moncloa.	E Take the train that's going to Moncloa.	masculine noun	destino	biohack es-en letter-d noun	ed7fc2a21d0c
biohack:es-en:0345	detrás (de)	behind, in back of	Hay un jardín elegante detrás del palacio.	There's an elegant garden behind the palace.		detras (de)	biohack es-en letter-d	ff040273b8ce
biohack:es-en:0346	devolver	to return, give back	Mañana te devuelvo el dinero que me E. prestaste.	Tomorrow I'll return the money you lent me.	verb	devolver	biohack es-en letter-d verb	920054826e5b
biohack:es-en:0347	el día	m. day	¿Cuál es su día favorito?	What's your favorite day?	masculine noun	dia	biohack es-en letter-d noun	8b4633a574fe
biohack:es-en:0348	el dibujo	m. drawing, sketch	Hay una exposición especial de los dibujos A de Picasso.	There's a special exhibit of Picasso's sketches.	masculine noun	dibujo	biohack es-en letter-d noun	b3082d6520ad
biohack:es-en:0349	el diente	m. tooth	Tengo un dolor de dientes y quiero ir al dentista.	I have a toothache and I want to go to the dentist.	masculine noun	diente	biohack es-en letter-d noun	08a0a18bae7a
biohack:es-en:0350	difícil	difficult, hard	No es difícil si estudias.	It’s not difficult if you		dificil	biohack es-en letter-d	e63dd4dc3e3e
biohack:es-en:0351	el dinero	m. money	¿Dónde puedo cambiar dinero?	Where can I exchange money?; Dios m. God Gracias a Dios, por fin llegaron. Thank God, they finally: arrived.	masculine noun	dinero	biohack es-en letter-d noun	4f9c2025da0b
biohack:es-en:0352	la dirección	f. direction, address	¿Cuál es la dirección de su casa?	What's your home address?	feminine noun	direccion	biohack es-en letter-d noun	2f8999768cd4
biohack:es-en:0353	la distancia	f. distance	¿Qué distancia hay de aquí a Salamanca?	What's a the distance from here to Salamanca?:	feminine noun	distancia	biohack es-en letter-d noun	a0a24fd50e21
biohack:es-en:0354	divertirse	to have a good time, to enjoy oneself	Nos divertimos mucho Te anoche.	We had a good time last night.	verb	divertirse	biohack es-en letter-d verb	bb91f7b5e7d5
biohack:es-en:0355	doblar	to turn, fold	Doble la esquina y verá la tienda que busca.	Turn the corner and you'll see the store you're looking for.	verb	doblar	biohack es-en letter-d verb	d5fcaddf24d5
biohack:es-en:0356	la docena	f. dozen	Una docena de huevos nos bastará.	A dozen eggs will ] be enough for us.	feminine noun	docena	biohack es-en letter-d noun	a53bb329e502
biohack:es-en:0357	el dólar	m. dollar	El valor del dólar está subiendo.	The value of the dollar: is going up.	masculine noun	dolar	biohack es-en letter-d noun	abb5b3d0913d
biohack:es-en:0358	doler	to hurt, ache	Muéstreme donde le duele.	Show me where it hurts you.	verb	doler	biohack es-en letter-d verb	bf3db6e1758b
biohack:es-en:0359	el dolor	m. pain, ache	Siento un dolor en la espalda.	I feel a pain in my E back.	masculine noun	dolor	biohack es-en letter-d noun	2c0679366f96
biohack:es-en:0360	donde	where	Yo no sé donde están.	I don't know where they are.		donde	biohack es-en letter-d	a29b3b099ad0
biohack:es-en:0361	dormir	to sleep	Con tanto ruido no pude dormir anoche.	With so much noise I couldn't sleep last night.	verb	dormir	biohack es-en letter-d verb	6088ee6f1c77
biohack:es-en:0362	la ducha	f. shower	Prefiero tomar una ducha por la mañana.	I prefer to take a shower in the morning.	feminine noun	ducha	biohack es-en letter-d noun	ab57afab8d4d
biohack:es-en:0363	dudar	to doubt	No dudo que lo ha hecho.	I don't doubt that he's done it.	verb	dudar	biohack es-en letter-d verb	7fccbaf07a78
biohack:es-en:0364	dueño (-a)	owner	¿Quién es el dueño de esta propiedad?	Who's the it. i owner of this property?		dueno (-a)	biohack es-en letter-d	fbf09befa6c2
biohack:es-en:0365	dulce	sweet	No me gustan los postres dulces.	I don’t like sweet desserts.		dulce	biohack es-en letter-d	dfccc5a5ed36
biohack:es-en:0366	durante	during	Sufrieron mucho durante los años de la guerra.	They suffered a lot during the war years.		durante	biohack es-en letter-d	0fa3da2b5f17
biohack:es-en:0367	durar	to last	El reinado de Felipe II [segundo] duró cuarenta años.	The reign of Philip II lasted forty years.	verb	durar	biohack es-en letter-d verb	42b93d99660c
biohack:es-en:0368	duro	hard, difficult	Ha llevado una vida dura.	She's had a hard life.		duro	biohack es-en letter-d	92e47979620e
biohack:es-en:0369	echar	to throw, pour	No eche nada al suelo.	Don’t throw anything on the floor.	verb	echar	biohack es-en letter-e verb	30abf4bfaefa
biohack:es-en:0370	la edad	f. age	¿Qué edad tiene su hijo?	How old is your son?	feminine noun	edad	biohack es-en letter-e noun	bd73e26c9c55
biohack:es-en:0371	el edificio	m. building	El edificio es viejo pero sólido.	The building is old E but solid.	masculine noun	edificio	biohack es-en letter-e noun	6f00d140c12f
biohack:es-en:0372	el efectivo	m. cash	Quiero que me paguen en efectivo.	I want to be paid in cash.	masculine noun	efectivo	biohack es-en letter-e noun	a5572998b019
biohack:es-en:0373	el efecto	m. effect	En efecto, es la primera vez que estoy aquí.	As a matter of fact, this is the first time I've been here.	masculine noun	efecto	biohack es-en letter-e noun	285550a5e026
biohack:es-en:0374	el ejemplo	m. example	Este es un ejemplo del progreso que estamos:, haciendo.	This is an example of the progress that we're making.	masculine noun	ejemplo	biohack es-en letter-e noun	2ef5a7e74584
biohack:es-en:0375	el ejército	m. army	El ejército está en el norte para proteger la frontera.	The army is in the north to protect the border.	masculine noun	ejercito	biohack es-en letter-e noun	580c4d4269de
biohack:es-en:0376	el	m.; (la f.; los m. pl.; las f. pl.) the	La maestra y los alumnos están en el museo.	The teacher and the pupils are in the museum.	masculine noun	el	biohack es-en letter-e noun	58933ebc1618
biohack:es-en:0377	el él	m. he	¿Quiénes él?	Who is he?	masculine noun	el	biohack es-en letter-e noun	e70c016e6393
biohack:es-en:0378	la ella	f. she	;Quiénesella?	Who is she?	feminine noun	ella	biohack es-en letter-e noun	7529222aff2b
biohack:es-en:0379	el ellos	m. (ellas f.) they	Espero que ellos lleguen pronto.	I hope they ar-	masculine noun	ellos	biohack es-en letter-e noun	a38aaa1797f4
biohack:es-en:0380	la embajada	f. embassy	Todos los países tienen sus embajadas en la capital.	All countries have their embassies in the capital.	feminine noun	embajada	biohack es-en letter-e noun	6fd88af9966c
biohack:es-en:0381	embargo, sin	nevertheless	Sin embargo, quiero ir allí.	Nevertheless; I want to go there.		embargo, sin	biohack es-en letter-e	aed213f90fa2
biohack:es-en:0382	empezar	to begin	Ya empieza a hablar.	He's already beginning to talk.	verb	empezar	biohack es-en letter-e verb	ca4ad6ae3cdd
biohack:es-en:0383	empleado (-a)	employee	Los empleados amenazan salir en huelga.	The E employees threaten to go out on strike.		empleado (-a)	biohack es-en letter-e	73df133b349d
biohack:es-en:0384	el empleo	m. employment, job	¿Qué clase de empleo busca usted?	What type of job are you looking for?	masculine noun	empleo	biohack es-en letter-e noun	4e060164afbd
biohack:es-en:0385	empujar	to push	Empuje la puerta con cuidado.	Push the door carefully.	verb	empujar	biohack es-en letter-e verb	d87022e7b548
biohack:es-en:0386	en	in,	on, at Se porta bien en la escuela, pero en casa causa problemas.	He behaves well in school but at home he causes problems.		en	biohack es-en letter-e	67dc91b0a1f2
biohack:es-en:0387	enamorado	in love	Estoy enamorado de ti y quiero casarme contigo.	I'm in love with you and I want to marry you.		enamorado	biohack es-en letter-e	89de49e91616
biohack:es-en:0388	encantado	delighted, charmed, “pleased to meet you”	Encantado de conocerle.	Delighted to meet you.		encantado	biohack es-en letter-e	aa2e70a6e7bd
biohack:es-en:0389	encender	to light, turn on	Encienda la luz, por favor.	Turn on the light, please.	verb	encender	biohack es-en letter-e verb	ee39ff9be347
biohack:es-en:0390	encima de	above, ontop of	Lo dejé encima de la mesa. left it on the	I left it on the		encima de	biohack es-en letter-e	1af310f0ff44
biohack:es-en:0391	encontrar	to find, meet	La encontré por casualidad en la biblioteca.	I met her by chance in the library.	verb	encontrar	biohack es-en letter-e verb	e172a58ab5e1
biohack:es-en:0392	enfermo	sick, ill	No pudo venir porque estaba enfermo.	He couldn't come because he was ill.		enfermo	biohack es-en letter-e	c14fe5465536
biohack:es-en:0393	enfrente	opposite, facing	Enfrente hay un edificio de seis pisos.	Opposite there is a six-story building.		enfrente	biohack es-en letter-e	1a09b65a49b7
biohack:es-en:0394	engañar	to deceive	Espero que no me engañen.	I hope they aren't dea	verb	enganar	biohack es-en letter-e verb	de12ab5eafb2
biohack:es-en:0395	enojar	to annoy	El humo de los cigarrillos enojó a los otros pasajeros.	The cigarette smoke annoyed the other passengers. pi	verb	enojar	biohack es-en letter-e verb	21f68698df91
biohack:es-en:0396	enseñar	to teach, show	Quiero enseñarles una vista espectacular.	I want to show you a spectacular view.	verb	ensenar	biohack es-en letter-e verb	0e54e7f825d9
biohack:es-en:0397	entender	to understand	No entendí porque hablaban en voz baja.	I A didn't understand because they spoke in a low voice. Sa	verb	entender	biohack es-en letter-e verb	e5250b60fd8f
biohack:es-en:0398	entonces	then, at that time	Entonces éramos bastante ricos.	At that time we were quite rich.		entonces	biohack es-en letter-e	d44b52ca4427
biohack:es-en:0399	la entrada	f. entrance, admission	La entrada es gratis para los niños. a Admission is free for children. 3 Se	E Admission is free for children. 3	feminine noun	entrada	biohack es-en letter-e noun	6c0ec913c895
biohack:es-en:0400	entrar	to enter, come in	¿Se puede entrar?	May I come in?	verb	entrar	biohack es-en letter-e verb	ffdc4de4681a
biohack:es-en:0401	entre	between, among	Entre nosotros no hay problema.	Between us there is no problem.		entre	biohack es-en letter-e	8ed553a6030b
biohack:es-en:0402	entregar	to deliver, hand over	Me entregó la carta y salió.	He handed me the letter and left.	verb	entregar	biohack es-en letter-e verb	6d387a0d9b31
biohack:es-en:0403	el entremés	m. appetizer, intermission	Durante el entremés me levanté paraestirar las piernas.	During the intermission I got up to stretch my legs. 5	masculine noun	entremes	biohack es-en letter-e noun	5850fb5002fc
biohack:es-en:0404	enviar	to send	Quiero enviar estas cartas por correo aéreo.	I want to send these letters by airmail.	verb	enviar	biohack es-en letter-e verb	9153db7f7d35
biohack:es-en:0405	envolver	to wrap	¿Me quiere envolver bien este paquete?	Will you wrap this package neatly for me?	verb	envolver	biohack es-en letter-e verb	88f01249ffa3
biohack:es-en:0406	el equipaje	m. luggage, baggage	No puedo encontrar mi equipaje. lIcant find my luggage.	I can't find my luggage.	masculine noun	equipaje	biohack es-en letter-e noun	884229824b8a
biohack:es-en:0407	el equipo	m. team	Mi equipo favorito perdió ayer.	My favorite team lost yesterday.	masculine noun	equipo	biohack es-en letter-e noun	69cf87e802f1
biohack:es-en:0408	equivocarse	to be mistaken, to be wrong	Perdone, pero creo que se equivoca usted.	Excuse me, but I believe you're mistaken.	verb	equivocarse	biohack es-en letter-e verb	0f9f08df0760
biohack:es-en:0409	la escalera	f. staircase, stairs	Para bajar, siempre uso la escalera.	To go E down, I always use the stairs.	feminine noun	escalera	biohack es-en letter-e noun	c1f2a9e9271b
biohack:es-en:0410	escoger	to choose, select	Escogimos un hotel cerca de los museos.	We E chose a hotel near the museums.	verb	escoger	biohack es-en letter-e verb	719b81f966c1
biohack:es-en:0411	esconder	to hide	Los ladrones se escondieron en el bosque.	The thieves Ros	verb	esconder	biohack es-en letter-e verb	06aec87e64e1
biohack:es-en:0412	escribir	to write	Prometió escribir todos los días.	He promised to write 2 every day.	verb	escribir	biohack es-en letter-e verb	fd6212af9638
biohack:es-en:0413	escuchar	to listen	Escuchen lo que dice el profesor.	Listen to what the teacher says.	verb	escuchar	biohack es-en letter-e verb	bb94b160cff6
biohack:es-en:0414	la escuela	f. school	Los niños van a la escuela por la mañana.	The children go to school in the morning.	feminine noun	escuela	biohack es-en letter-e noun	70067a8072c5
biohack:es-en:0415	el ese	m. (esa f.; esos m. pl.; esas f. pl.; eso [neuter pronoun])	that, those ¿Quiénes son esos niños?	Who are those children? Eso es. That's it.	masculine noun	ese	biohack es-en letter-e noun	1aa51a8f8e10
biohack:es-en:0416	el esfuerzo	m. effort	Hay que hacer un esfuerzo.	You must make an effort.	masculine noun	esfuerzo	biohack es-en letter-e noun	97c264b8f99b
biohack:es-en:0417	el espacio	m. space	No hay bastante espacio aquí para cuarenta personas.	There isn't enough space here for forty people.:	masculine noun	espacio	biohack es-en letter-e noun	b7b4bbc81d04
biohack:es-en:0418	la espalda	f. back, shoulder	Sintió un golpe en la espalda.	He felt a blow on his shoulder. España f. Spain Fueron a España para estudiar en la universidad. They went to Spain to study in the university.	feminine noun	espalda	biohack es-en letter-e noun	21743f776fa2
biohack:es-en:0419	el español	m. Spanish	Se habla español en veinte países.	Spanish is spoken in twenty countries.	masculine noun	espanol	biohack es-en letter-e noun	e7f6c88ad4b1
biohack:es-en:0420	el espectáculo	m. spectacle, show	Es un espectáculo que no va a a olvidar.	It's a spectacle you won't forget.	masculine noun	espectaculo	biohack es-en letter-e noun	d39a38aff171
biohack:es-en:0421	el espejo	m. mirror	Necesito un espejo para peinarme.	I need a mirror to E comb my hair.	masculine noun	espejo	biohack es-en letter-e noun	6dd94a24f67d
biohack:es-en:0422	esperar	to hope, wait (for)	Tendremos que esperar algunos minutos.	E We'll have to wait a few minutes.	verb	esperar	biohack es-en letter-e verb	7394af2927d6
biohack:es-en:0423	la esquina	f. (street) corner	Está en la próxima esquina.	It's on the next z comer.	feminine noun	esquina	biohack es-en letter-e noun	51f68fd2d59e
biohack:es-en:0424	la estación	f. station, season	Es dificil conseguir un taxi fuera de la estación.	It’s hard to get a taxi outside the station.	feminine noun	estacion	biohack es-en letter-e noun	cc0cd5a90161
biohack:es-en:0425	estacionar	to park	¿Dónde podemos estacionar el coche?	Where can we park the car?	verb	estacionar	biohack es-en letter-e verb	23568878fda8
biohack:es-en:0426	el estado	m. state, condition	Trabaja para el estado.	He works for the state. Estados Unidos m. pl. United States Muchos habitantes de los Estados Unidos hablan español. Many inhabitants of the United States speak Spanish.	masculine noun	estado	biohack es-en letter-e noun	08de2fa78bcd
biohack:es-en:0427	estar	to be	No está aquí porque está enfermo.	He isn't here because he's ill.	verb	estar	biohack es-en letter-e verb	6594283dad28
biohack:es-en:0428	la estatua	f. statue	Hay muchas estatuas romanas en la próxima sala.	There are many Roman statues in the next room.	feminine noun	estatua	biohack es-en letter-e noun	dda1947a67ae
biohack:es-en:0429	el este	m. east	Muchos puertos están en el este.	Many ports are in the east.	masculine noun	este	biohack es-en letter-e noun	577136f022a1
biohack:es-en:0430	el este	m. (esta f.; estos m. pl.; estas f. pl.; esto [neuter pronoun]) this, these	Estas señoras son mis tías. Esto es muy importante.	These ladies are my aunts. This is very important.	masculine noun	este	biohack es-en letter-e noun	34519e803dc2
biohack:es-en:0431	el estómago	m. stomach	Tiene un dolor de estómago.	He has a stomach-	masculine noun	estomago	biohack es-en letter-e noun	f9f25d6634a2
biohack:es-en:0432	estrecho	narrow, tight	Este traje me queda estrecho.	This suit is tight on me.		estrecho	biohack es-en letter-e	02b946333df9
biohack:es-en:0433	la estrella	f. star	Las estrellas salen de noche. Es una estrella de Hollywood.	The stars come out at night. He (she) is a Hollywood star.	feminine noun	estrella	biohack es-en letter-e noun	62db5e77f10f
